Name,Phone,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"Building Solutions Dubai","+971 56 357 7371","Al Sahab Tower 1 - Al Gharbi St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Building%20Solutions%20Dubai&query_place_id=ChIJN2LseEwTXz4R7NX_DamZRwY","Construction company",,4.9,LOW,40,"",,,"construction companies JLT Dubai"
"Grovy Developers - Head Office","+971 800 47689","Jumeirah Bay X2 - 803 - Jumeirah Lake Towers - Dubai - United Arab Emirates","http://grovy.ae/","Real estate developer",,4,MEDIUM,55,"",,,"construction companies JLT Dubai"
"BICC Site 629 Office","+971 4 277 8015","347P+MC9 - Al Jamayel St - Al Thanyah Fifth - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=BICC%20Site%20629%20Office&query_place_id=ChIJl1Cm6kwTXz4R_dsHMfzh42Q","Construction company",,4.1,LOW,40,"",,,"construction companies JLT Dubai"
"BELCONN JLT","+971 4 423 0877","Al Thanyah Fifth - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=BELCONN%20JLT&query_place_id=ChIJmR708iptXz4RA5_AHXbDoMI","Construction company",,5,LOW,40,"",,,"construction companies JLT Dubai"
"Koona Electromechanicals LLC","+971 4 341 1606","90 22nd St - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates","http://www.koonamep.com/","HVAC contractor",,4.7,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Emaar Sales Center - Downtown Dubai - Emaar","+971 800 36227","57RG+WX7 - Burj Khalifa - Dubai - United Arab Emirates","https://properties.emaar.com/en/?utm_source=Google&utm_medium=localsearch&utm_campaign=LocalSearch","Real estate developer",,4.4,MEDIUM,55,"",,,"construction companies Downtown Dubai"
"ALEC Engineering & Contracting LLC.","+971 4 429 0599","3601 Marina Plaza - Al Marsa St - Dubai Marina - Dubai - United Arab Emirates","http://www.alec.ae/","Contractor",,4.4,MEDIUM,55,"",,,"construction companies JLT Dubai"
"McLaren Construction Head Office","+971 4 341 7964","Marina Plaza, 14th floor, unit 1403, Near Marina Mall - Dubai - United Arab Emirates","http://www.mclarengroup.com/","Construction company",,4.2,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Electro Wings Electromechanical Works LLC","+971 4 548 8033","Rak Bank Building - M04 Al Makateb Building, Sheik Zayed Service Road - Al Quoz 3 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Electro%20Wings%20Electromechanical%20Works%20LLC&query_place_id=ChIJP_SPKXlpXz4Ra1EdS3_Nd0I","Construction company",,4.8,LOW,40,"",,,"electromechanical companies JLT Dubai"
"Grand Signature Fitouts and Interior Designers","+971 4 450 3685","Jumeirah Business Center 5 - Al Thanyah Fifth - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Grand%20Signature%20Fitouts%20and%20Interior%20Designers&query_place_id=ChIJc2quGzVtXz4RY1Oak28mvTQ","Construction company",,4.3,LOW,40,"",,,"construction companies JLT Dubai"
"Landlock-JLT/SITE","+971 55 886 5255","Cluster W - Jumeirah Lake Towers - Dubai - United Arab Emirates","http://www.landlockbuilders.com/","Contractor",,4.6,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Orient Electromechanical Co., LLC","+971 4 285 1130","33 شارع ند الحمر - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates","http://orientmep.com/","Mechanical contractor",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"LiVi Construction","+971 4 276 0873","Jumeira Lake Towers, Cluster X, Tower X3 - Dubai - United Arab Emirates","http://liviuae.com/","Construction company",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Heilbronn Contracting L.L.C","+971 4 277 5627","Marina Plaza - Sheikh Zayed Rd - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.heilbronn.ae/","Construction company",,4.5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"RBIC Home Building Contracting LLC","+971 4 335 5377","Marina Plaza - Office 1506 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://rbichome.com/","Construction company",,4.3,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Al Andalous Power Electromechanical works LLC","+971 4 396 7266","Building, CONTROL TOWER - 1202 12th Floor - Motor City - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Andalous%20Power%20Electromechanical%20works%20LLC&query_place_id=ChIJxSfsrNZCXz4Rwi5KwYTY1SE","Contractor",,3.3,LOW,40,"",,,"electromechanical companies JVC Dubai"
"Construction & Renovation Company -JLT","+971 58 110 6373","34HP+XHC - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates","https://constructioncompanyies.com/","Construction company",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"[UNEC] United Engineering Construction Company - Dubai","+971 4 282 8242","Arjan-Dubailand - Al Barsha South - Dubai - United Arab Emirates","http://www.unec.co/","Construction company",,4.4,MEDIUM,55,"",,,"construction companies JVC Dubai"
"ACCL International JLT","+971 4 392 9070","34FV+M65 - Al Thanyah Fifth - Dubai - United Arab Emirates","http://acclinternational.com/","Construction company",,4.5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"China Harbour Engineering Company LLC - Construction Company","+971 4 421 0316","Mazaya Business Avenue - Unit No.2302 , Plot No.BB1 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=China%20Harbour%20Engineering%20Company%20LLC%20-%20Construction%20Company&query_place_id=ChIJ1ba82rFsXz4RmV0Uz8VYJfM","Construction company",,4.5,LOW,40,"",,,"construction companies JLT Dubai"
"Palladian Contracting LLC - Fitout and Construction Company in Dubai","+971 58 582 2193","Office Complex Building, Ibn Battuta Gate - 204F - Dubai - United Arab Emirates","https://www.palladianuae.com/","Construction company",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"Turan Building Contracting LLC","+971 4 452 0889","The Square Tower, JVC Dubai UAE Office No. 303-304 - Dubai - United Arab Emirates","https://www.turanbc.com/","Construction company",,5,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"HYK Steel Construction Contracting","+971 52 525 9189","Prime Business Centre - Tower B Office B403 - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","http://www.hayeksteel.com/","Steel construction company",,5,HIGH,70,"TARGET_LOCATION",,,"construction companies JVC Dubai"
"CAPITAL PRECAST CONTRACTING LLC","+971 4 243 2202","Post Box 390119 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=CAPITAL%20PRECAST%20CONTRACTING%20LLC&query_place_id=ChIJ74sjLQRtXz4Rp3mqm_lapCM","Construction company",,4.5,LOW,40,"",,,"construction contractors JVC Dubai"
"SSK Building Contracting LLC","+971 4 295 8787","Detroit Rd - Motor City - Dubai - United Arab Emirates","http://ssk.ae/","Construction company",,4.8,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Sky Links properties","+971 54 775 6440","Jvc - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Sky%20Links%20properties&query_place_id=ChIJyR0F37RtXz4REMcpv6yvbFU","Real estate developer",,5,MEDIUM,55,"TARGET_LOCATION",,,"construction companies JVC Dubai"
"Tutankhamun Bldg Contracting","+971 4 390 9977","Block T - District 12 (JVC) - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Tutankhamun%20Bldg%20Contracting&query_place_id=ChIJf-t_DP5CXz4RjRLE3FldqrM","Construction company",,5,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Green Oasis General Cont. Co. L.L.C","+971 4 512 0777","Me'aisem First - Dubai Production City - Dubai - United Arab Emirates","https://www.goc.ae/","Construction company",,4.5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"JAAN CONTRACTING & INTERIORS L.L.C","+971 4 557 8592","Diamond Business Center 1 - Block B - Office 204 - Dubai - United Arab Emirates","http://www.jaancontracting.com/","Construction company",,5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Elite Overseas Building Contracting LLC","+971 4 398 7100","Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.eliteoverseas.ae/","Construction company",,4.7,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"ADC JVC Project","+971 4 445 7100","26W5+PQ8 - JVC - Al Barsha South Fourth - Dubai - United Arab Emirates","http://www.adcenergysystems.com/","Construction company",,4,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Signature Developers - Dubai","+971 56 409 3335","Building 3 - Office No. 2010 - Cluster X - Jumeirah Lake Towers - Dubai - United Arab Emirates","https://signaturedevelopers.ae/","Construction company",,5,MEDIUM,55,"",,,"construction companies JLT Dubai"
"ATCON Constructions L.L.C","+971 4 399 0495","JVC - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","http://www.atcon.ae/","Construction company",,4.2,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"High Star Contracting Site Office (G+5)","+971 54 709 7592","3627+R4X JVC - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=High%20Star%20Contracting%20Site%20Office%20(G%2B5)&query_place_id=ChIJnS2IC0ZtXz4RFEwB39d9DZ4","Construction company",,4.7,MEDIUM,55,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"Premier class building contracting llc","+971 58 115 2739","Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates","https://premierclass.ae/","Construction company",,4.4,HIGH,70,"TARGET_LOCATION",,,"construction contractors JVC Dubai"
"THE ONE ELECTROMECHANICAL INSTALLATION LLC","+971 4 885 5395","Palace Towers - Dubai Silicon Oasis - Dubai - United Arab Emirates","http://www.theoneem.com/","Construction company",,4.7,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Golden Sun Electro Mechanical Contracting LLC","+971 4 255 4900","Office No.101,1st Floor, Al Masraf Building, Opp.Eppco Petrol Station - Damascus Street - Al Qusais 2 - Dubai - United Arab Emirates","http://www.goldensunllc.com/","HVAC contractor",,4.1,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"United Masters Electromechanical LLC","+971 4 323 7870","4th St - Al Quoz - Al Quoz Industrial Area 3 - Dubai - United Arab Emirates","http://unitedmasters.net/","Construction company",,4.2,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Procon General Contracting L.L.C - Dubai - Mena","+971 4 451 5110","The Light commercial Tower, Arjan Second Floor Office 222 - Dubai - United Arab Emirates","https://www.procon-mena.net/","Construction company",,5,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Sabi Electromechanical Works LLC","+971 4 320 5131","Al Jafla-B - Warehouse No.11 & 12 منطقة رأس الخور الصناعية - Industrial 1st - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates","http://www.sabi.ae/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"EMC Electromechanical Co LLC","+971 4 335 1683","Post Code-118133, Dubai Silicon Oasis, Palace Tower - Dubai - United Arab Emirates","http://www.emc-global.com/","Electrical installation service",,4.4,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Oxypro Electromechanical Work LLC","+971 4 269 1451","Gulf Towers - Office 204-A - Oud Metha Rd - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Oxypro%20Electromechanical%20Work%20LLC&query_place_id=ChIJCSS0SwpdXz4RM3jwJ9ciAss","Contractor",,4.2,LOW,40,"",,,"electromechanical companies JVC Dubai"
"RSG Group","+971 4 232 4444","Marina Plaza - Office 906 - Dubai Marina - Dubai - United Arab Emirates","https://rsg.group/","Real estate developer",,4.2,MEDIUM,55,"",,,"construction companies JLT Dubai"
"MENASCO Electromechanical Contracting LLC","+971 4 261 1164","Al Jadaf - Dubai - United Arab Emirates","http://www.menascodubai.com/","HVAC contractor",,4.3,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Keletron electromechanical works llc","+971 4 333 2185","111 26th St - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates","http://www.keletrondubai.com/","Electrical installation service",,4.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Al yanbou Electromechanical Work LLC.","+971 4 238 3790","Palace Towers - Dubai Silicon Oasis - Dubai - United Arab Emirates","http://www.alyanbou.com/","Construction company",,4.6,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Prizma Electromechanical Contracting LLC","+971 54 991 2233","Building, Al Rostamani - Latifa Bint Hamdan St - Al Quoz - Al Quoz 3 - Dubai - United Arab Emirates","https://prizma.ae/","Electrical installation service",,4.7,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"EMT Electro Mechanical Works LLC","+971 4 269 2700","Hor Al Anz East, Alwaheida st, Royal Housing Building - M15 - Dubai - United Arab Emirates","https://www.emtdubai.ae/","Construction company",,4.3,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"Royal Arrow electromechanical llc","+971 55 973 3498","Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Royal%20Arrow%20electromechanical%20llc&query_place_id=ChIJBR3DVQBrXz4RyKIGuRmFbc0","Construction company",,4.6,LOW,40,"",,,"electromechanical companies JVC Dubai"
"Sunmar Sky Electromechanical (SSE) DEWA approved approved contractor","+971 50 583 3451","118 Al Nakhal Rd - Naif - Deira - Dubai - United Arab Emirates","http://sunmarsky.com/","Electrical installation service",,4.7,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"AL ZAROONI ELECTROMECHANICAL L.L.C","+971 4 276 4249","Office #103, 1st Floor, Daytona House - Motor City - Dubai - United Arab Emirates","http://www.azemco.com/","Construction company",,4.2,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"DSCA Building Contracting","+971 4 557 7476","Prime Business Center Office no. 301A - Dubai - United Arab Emirates","http://www.dscacontracting.com/","Construction company",,3.9,MEDIUM,55,"",,,"construction contractors JVC Dubai"
"Hareem Packaging LLC","+971 4 352 8350","Hareem Packaging LLC, Al Shali Building - Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates","http://www.hpack.ae/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Albustan Co Packing LLC","+971 56 548 4112","Dubai Investment Park - 1 - Dubai - United Arab Emirates","http://albustanpacking.com/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"LIV Marina","+971 4 886 8548","Al Emreef St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.livuae.com/","Real estate developer",,4.7,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Bony Packaging","+971 56 556 9172","Obaid Essa Ahmed Warehouse, Shed no: B10 Near Double cola signal, Industrial area no:4 - Sharjah - United Arab Emirates","https://www.bonypackaging.com/?utm_source=Google+My+Business&utm_medium=gmb&utm_id=MyBusinessPage","Packaging supply store",,4.9,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Gulf Packaging Industry(L.L.C.)","+971 4 285 8858","7B B Street - Umm Ramool - Dubai - United Arab Emirates","http://gulfpackaging.ae/","Manufacturer",,4.3,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Standard Packaging Materials Manufacturing Company","+971 4 394 9180","Unnamed Road - Dubai Investment Park Second - Dubai - United Arab Emirates","http://www.stanpack.net/","Packaging company",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Boxart Paper Boxes Manufacturing","+971 58 881 3323","7CQ4+GHM - Al Qusais Industrial Area - Al Qusais Industrial Area 5 - Dubai - United Arab Emirates","https://boxartdubai.com/","Packaging company",,4.4,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"National Polystyrene Packaging Factory L.L.C","+971 4 880 2005","Jebel Ali-Industrial Area 3 - Dubai - United Arab Emirates","https://www.nppfdubai.com/","Manufacturer",,4.6,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Amr Samir Electromechanical Works Contracting L.L.C","+971 4 547 0080","Al Quoz - Al Quoz 3 - Dubai - United Arab Emirates","https://amrsamir.com/","Construction company",,5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"SwissPac UAE","+971 50 949 6101","Warehouse # 41 Behind Danube warehouse Opp. Old Ramla Mall, Dubai Investment Park - 1 - Dubai - United Arab Emirates","https://www.swisspac.ae/","Packaging company",,4.3,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"PLC Contracting LLC","+971 4 399 9932","Sheikh Zayed Road API Trio Tower, Office 801 - Sheikh Zayed Rd - opp. Mashreq Metro Station - Al Barsha 1 - Dubai - United Arab Emirates","http://plc-contracting.com/","Construction company",,4.5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Al Futtaim Contracting","+971 800 2338","Airport Rd - next to Dubai Tourism Building - Al Garhoud - Dubai - United Arab Emirates","https://afet.com/?utm_source=gmb&utm_medium=organic&utm_campaign=GMB","Corporate office",,4.2,MEDIUM,55,"",,,"MEP companies Dubai"
"Danway Electrical and Mechanical Engineering LLC","+971 4 365 7600","Dubai Investment Park Second - Dubai - United Arab Emirates","http://www.danwayeme.com/","Construction company",,4.4,MEDIUM,55,"",,,"electromechanical companies JLT Dubai"
"Alghurair MEP","+971 4 450 4220","Tameem House Office Building - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","http://www.alghurairmep.com/","Contractor",,4.1,MEDIUM,55,"",,,"MEP companies Dubai"
"Richfield Packaging General Trading Co. LLC (Head Office)","+971 4 266 3788","Dubai Silicon Oasis Apricot Tower Office 1204-3 - Dubai - United Arab Emirates","https://www.richfieldpackaging.com/","Disposable tableware supplier",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"COMFOTEC ""THE BIM COMPANY""","+971 4 430 8329","Palace Towers - 301 - Dubai Silicon Oasis - Dubai - United Arab Emirates","https://www.comfotec.net/","Engineering consultant",,4.4,MEDIUM,55,"",,,"MEP companies Dubai"
"RS Movers and Cargo Packaging LLC","+971 56 998 8075","Sunshine 2 Building - Fish Roundabout - Al Rigga - Deira - Dubai - United Arab Emirates","https://rsmoverspackers.ae/","Packaging company",,4.9,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"METRO PACK PACKAGING CO LLC","+971 50 115 8396","Celeste Industries LLC - 598-1396 - Dubai Investment Park First - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=METRO%20PACK%20PACKAGING%20CO%20LLC&query_place_id=ChIJuUXfjoATXz4RMlf53t17mns","Packaging company",,5,LOW,40,"",,,"packaging manufacturers Dubai"
"CITY PACK | ENPI Group","+971 6 535 5442","Street No.12 - Industrial Area 15 - Sharjah - United Arab Emirates","http://www.citypack.ae/","Packaging supply store",,4.6,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Cubitic Contracting LLC.","+971 4 881 7722","Arenco, Building 4, 103, - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Cubitic%20Contracting%20LLC.&query_place_id=ChIJ1VitaGJtXz4RbEcJgthSYTo","Contractor",,4.8,LOW,40,"",,,"MEP companies Dubai"
"N F Constructions","+971 52 866 9512","Dubai Marina P. O. Box 21536, Dubai - United Arab Emirates","http://www.nfconstructions.com/","Construction company",,4,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Construction and Building Engineering LLC","+971 4 267 0670","Qusais Industrial Estate - 3 Amman St - Al Qusais Industrial Area 3 - Dubai - United Arab Emirates","http://www.cbe.ae/","Construction company",,4.3,MEDIUM,55,"",,,"MEP companies Dubai"
"Mass Paper Bag and Box Packaging Printing Services","+971 58 935 3848","5th St - Umm Ramool - Dubai - United Arab Emirates","https://packaging.massdubai.com/","Paper bag supplier",,5,MEDIUM,55,"",,,"packaging manufacturers Dubai"
"Potencia","+971 4 338 0445","Dubai Investment Park First Bayan Business Centre Office 606 - Dubai - United Arab Emirates","http://www.potencia.ae/","Contractor",,4.6,MEDIUM,55,"",,,"MEP companies Dubai"
"Muhammad Tayyab Technical Services Co.","+971 54 798 5462","Sadaf 6 Building - Office No. 314 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.facebook.com/share/LMeaLh1qTFVf7jUT/?mibextid=qi2Omg","Contractor",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Decohouse","+971 4 559 5653","Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.decohouse.ae/","Interior designer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Tekzone LLC","+971 4 333 6844","Ras Al Khor Industrial Area 2 - Dubai - United Arab Emirates","http://www.tekzoneme.com/","Construction company",,4.5,MEDIUM,55,"",,,"electromechanical companies JVC Dubai"
"NAJMAT ALRAS ELECTRO MECHANICAL WORKS LLC","+971 4 251 1708","253 Damascus Street - Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates","http://www.najmatalras.com/","Contractor",,4.9,MEDIUM,55,"",,,"MEP companies Dubai"
"M&A interior Design | Fit out company","+971 58 533 5008","Tamani Hotel Marina - Al Naseem St - Marsa Dubai - Dubai - United Arab Emirates","https://interior-renovation.com/","Interior designer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Select Property","+971 4 279 4800","Marina Plaza - Office 2701 - Dubai - United Arab Emirates","http://www.selectproperty.com/","Property investment company",,4.4,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Master House Technical Works","+971 56 682 7370","Emaar Business Park - Al Thanyah Third - The Greens - Dubai - United Arab Emirates","https://masterhouse.ae/","Plumber",,4.5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"London Gate Experience (Sales) Center","+971 50 808 1618","25°05'19.2""N 55°09'06.2""E - Dubai - United Arab Emirates","https://londongate.ae/","Real estate developer",,4.8,MEDIUM,55,"",,,"building contractors Dubai Marina"
"CNS ARABIA TECHNICAL SERVICES LLC","+971 4 239 2445","Baghdad Street - Al Qusais - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates","http://www.cnsarabia.ae/","Fire protection service",,4.8,MEDIUM,55,"",,,"MEP companies Dubai"
"Plutonic Cleaning Services","+971 56 161 5616","Office # 411, Marina Plaza, Dubai Marina - Dubai - United Arab Emirates","https://plutoniccleaningandtech.com/","Carpet cleaning service",,4.6,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Realtor Shivansh","+971 58 501 6008","Office 3408, Marina Plaza - Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://www.realtorshivansh.com/","Construction company",,,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Claudio Modola Design","+971 55 484 7188","Office 2705, Marina Plaza Building - Al Marsa St - Dubai - United Arab Emirates","http://www.claudiomodola.com/","Architecture firm",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Wallpaper Services Dubai","+971 50 775 1173","Dubai Marina Mall - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://wallpaperservicesdubai.com/","Wallpaper installer",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Euro Emirates Group - Head Office","+971 4 450 8217","Grosvenor Commercial Tower - Sheikh Zayed Rd - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates","https://www.euroemirates.com/","Construction company",,4.5,MEDIUM,55,"",,,"MEP companies Dubai"
"Electrician mart Technical services","+971 56 192 9369","Zumurud Tower - Nasaq St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","http://electricianmartuae.com/","Electrician",,4.8,MEDIUM,55,"",,,"building contractors Dubai Marina"
"MEP Home Solution","+971 56 648 6239","Al Qouz Medical Center، 17 B Street, Access Clinic Building, 3rd Floor, 301 - Dubai - United Arab Emirates","http://www.mep-solution.com/","General contractor",,2.3,MEDIUM,55,"",,,"MEP companies Dubai"
"EMZONE TECHNICAL SERVICES CO LLC","+971 50 845 5145","Al Raffa - Dubai - United Arab Emirates","https://www.emzonetechnical.com/","Mechanical contractor",,,MEDIUM,55,"",,,"MEP companies Dubai"
"INTS TECHNICAL SERVICES LLC","+971 4 269 7727","City 4 - Residence, Room No 403 - Metro Station - near by GGICO - Al Garhoud - Dubai - United Arab Emirates","http://www.ints.ae/","Construction company",,4.4,MEDIUM,55,"",,,"MEP companies Dubai"
"Emjen Contracting LLC","+92 320 8418828","26th St - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Emjen%20Contracting%20LLC&query_place_id=ChIJHXfHEFFpXz4RyZX_Q2DRTa8","Civil engineering company",,3.8,LOW,40,"",,,"MEP companies Dubai"
"Köbler Electromechanical Woks LLC","+971 50 307 3494","Abu Baker Al Siddique St - Al Khabaisi - Deira - Dubai - United Arab Emirates","http://www.kobler.ae/","HVAC contractor",,3.5,MEDIUM,55,"",,,"MEP companies Dubai"
"Hala al shawabkeh","+971 50 446 7118","Marina - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Hala%20al%20shawabkeh&query_place_id=ChIJV4oBGU9rXz4RZRJEtc2k5mI","Real estate developer",,,LOW,40,"",,,"building contractors Dubai Marina"
"Etlad Construction Co LLC","+971 4 333 4384","Schon building - 114 - Dubai Investment Park First - Zone 1 - Dubai - United Arab Emirates","https://www.etlad.com/","Construction company",,4.8,MEDIUM,55,"",,,"MEP companies Dubai"
"Painting Pro Services Dubai","+971 55 869 0179","Marina Plaza - Tower - Floor 31 74 Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Painting%20Pro%20Services%20Dubai&query_place_id=ChIJL4ch8yttXz4R6C2dQDbyu48","Painter",,4.9,LOW,40,"",,,"building contractors Dubai Marina"
"ROYAL AMBIANCE Building contracting LLC | Best Design and Fitout company in Dubai .","+971 50 304 3366","REACH BUSINESS CENTER, Concord Tower - 1001 - Dubai Media City - Dubai - United Arab Emirates","http://www.royalambiance.ae/","Interior Decorator",,4.2,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Emaar Beachfront Site Office","+971 800 36227","Emaar Beachfront - Address The Bay - Marsa Dubai - Dubai - United Arab Emirates","https://properties.emaar.com/en/our-communities/emaar-beachfront/","Construction company",,4.8,MEDIUM,55,"",,,"building contractors Dubai Marina"
"Vision Construction LLC","+971 4 320 7410","SIT Tower - Nadd Hessa - Dubai - United Arab Emirates","https://visionconstruction.ae/","Construction company",,4.7,MEDIUM,55,"",,,"MEP companies Dubai"
"ZFix - Property maintenance company in Dubai","+971 55 834 4467","Elite Residence - 6304 King Salman Bin Abdulaziz Al Saud St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://zfix.ae/?utm_source=GMB&utm_medium=cpc&utm_campaign=handyman","Property maintenance",,5,MEDIUM,55,"",,,"building contractors Dubai Marina"
"SHINRYO CORPORATION (DUBAI BRANCH)","+971 4 235 5946","2 26th St - Oud Metha - Umm Suqeim 3 - Dubai - United Arab Emirates","http://www.shinryo.com/","Construction company",,4.4,MEDIUM,55,"",,,"MEP companies Dubai"
"Palma Holding","+971 4 452 2202","PO 33668, Silverene Tower - B 1st Floor - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates","https://www.palmaholding.com/","Real estate developer",,4.6,MEDIUM,55,"",,,"building contractors Dubai Marina"
