Name,Phone,Email,All Emails,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
"Al Saqer Property Management LLC - Dubai","+971 600 555556","","","Sama Tower - 906 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates","http://www.aspm.ae/","Property management company",,4.8,MEDIUM,55,"",,,"property management companies Burjuman Dubai"
"First Class Property Management","+971 4 554 0158","","","Burlington Tower - Office 2306 Marasi Dr - Business Bay - Dubai - United Arab Emirates","https://www.firstclass-dxb.com/","Property management company",,4.9,HIGH,70,"TARGET_LOCATION",,,"property management companies Burjuman Dubai"
"GuestReady - Property Management Dubai","+971 4 571 1200","","","Bayswater Tower - Office 1206 - Marasi Dr - Business Bay - Dubai - United Arab Emirates","https://www.guestready.com/property-management-dubai/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-dubai","Property management company",,4.6,HIGH,70,"TARGET_LOCATION",,,"property management companies Burjuman Dubai"
"Sunday Hotel Holiday international Dubai","+971 4 357 2999","","","Khaled bin Al Waleed Building - 20th St - Bur Dubai - Al Hamriya - Dubai - United Arab Emirates","https://www.oyorooms.com/245937/","Hotel",,4,MEDIUM,55,"",,,"holiday homes Burjuman Dubai"
"Aquamarine Properties","+971 55 773 8898","","","NGI House Building, Office 401 - Port Saeed - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Aquamarine%20Properties&query_place_id=ChIJNWLJ2dZdXz4RYIS65Kp7JcI","Real estate agency",,5,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"White Lilies Real Estate","+971 56 487 5180","","","782M+XWV City Avenue Building - Office No M06, M floor - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=White%20Lilies%20Real%20Estate&query_place_id=ChIJ3e3gvXhdXz4REp_s2YfjkTg","Real estate rental agency",,5,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Brick & Block Properties","+971 54 308 0910","","","Airport Road - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Brick%20%26%20Block%20Properties&query_place_id=ChIJ2d2-4jhdXz4RjVEq9es2vYg","Real estate agency",,4.8,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Hawabee Properties","+971 56 729 7736","","","708, Al Etihad Building, Opposite Pullman Residences Near Deira City Center, Port Saeed - Road - Deira - Dubai - United Arab Emirates","https://hawabeeproperties.com/","Real estate consultant",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Embark Properties","+971 55 800 0530","","","Ali Khalifa Belaisha Building - Office M-02 - 131 Sheikh Rashid Rd - Al Karama - Dubai - United Arab Emirates","https://www.theembarkproperties.com/","Real estate consultant",,4.9,MEDIUM,55,"",,,"property management Al Karama Dubai"
"TAS PROPERTIES LLC","+971 4 269 3100","","","29C St - Al Karama - Dubai - United Arab Emirates","https://tasrealtydxb.com/","Property management company",,5,MEDIUM,55,"",,,"property management Al Karama Dubai"
"SWA properties","+971 4 591 2233","","","Business Village Port Saeed Deira Block Entrance 1 - office 321 - Dubai - United Arab Emirates","https://swaproperties.com/","Real estate consultant",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Key To Success Real Estate Dubai","+971 50 235 2092","","","NBQ Bank Building, Bank Street - Office 304 3rd Floor - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Key%20To%20Success%20Real%20Estate%20Dubai&query_place_id=ChIJHcbgC0lDXz4R2zVtMn5-_SQ","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Tribulus Properties L.L.C","+971 50 168 1225","","","Emitac Building, HNS Business Center, 102-12 - Al Garhoud - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Tribulus%20Properties%20L.L.C&query_place_id=ChIJ1YtEXdpdXz4R2cnbAkR9ub0","Real estate agency",,5,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Daralwafa Real estate Management supervision services LLC","+971 50 268 3392","","","Al Mankhool - Dubai - United Arab Emirates","http://www.mddaralwafa.in/","Property management company",,,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Ayana Properties","+971 4 370 8140","","","Zaabeel Road - 9B St - Dubai - United Arab Emirates","https://ayanaproperties.com/","Real estate agency",,4.4,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Bel Jafla Real Estate","+971 4 337 3600","","","68V4+RC2 - Kuwait St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Bel%20Jafla%20Real%20Estate&query_place_id=ChIJjR7Z6VxDXz4RfS5DHHjIMBM","Real estate agency",,2.7,LOW,40,"",,,"real estate companies Al Karama Dubai"
"Dorotea Commercial Brokers LLC","+971 50 236 9704","","","Unit 208 Hermitage Building, Dubai, UAE - Beside Karama Post Office - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Dorotea%20Commercial%20Brokers%20LLC&query_place_id=ChIJw0dkDNZCXz4R-mUwyck_wgE","Commercial real estate agency",,3,LOW,40,"",,,"real estate companies Al Karama Dubai"
"SPECTRUM REAL ESTATE EST","+971 4 396 2996","","","Al Sherifi Centre, Opp Central Post Office Dubai - United Arab Emirates","https://www.spectrumdxb.com/","Property administration service",,5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Abdulla Al Rais Real Estate","+971 4 397 6394","","","Kuwait St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Abdulla%20Al%20Rais%20Real%20Estate&query_place_id=ChIJn8vRCdhCXz4RioVei6-hMZk","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Karama Dubai"
"Dotcoliv Property # 5 Burdubai ,Dubai","+971 56 336 4646","","","STREET 16 Khalid Bin Al Waleed Rd - Al Hamriya - Dubai - United Arab Emirates","https://www.dotcoliv.com/","Property management company",,5,MEDIUM,55,"",,,"property management Al Karama Dubai"
"My Income Expert Real Estate LLC","+971 52 660 5683","","","Al Gurg Building (Karama), office M1-45, Al Karama, Umm Hurair st - D78 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=My%20Income%20Expert%20Real%20Estate%20LLC&query_place_id=ChIJkW6oQnVDXz4RqiTfWb9d2iY","Real estate agency",,,LOW,40,"",,,"property management Al Karama Dubai"
"Easy Home Real Estate, Dubai","+971 56 404 5052","","","Bur Dubai - Dubai - United Arab Emirates","https://www.easyhomes.ae/","Real estate agency",,,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Belshalat Real Estate","+971 4 351 5454","","","774W+8VP - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Belshalat%20Real%20Estate&query_place_id=ChIJ4zz3YDtDXz4RW7i14ZDIIfA","Real estate agency",,4.2,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Finsure Real Estate","+971 50 957 2501","","","Ali Khalifa Belaisha Bin Belaisha Alketbi Building - Office No : 310 - Al Karama - Dubai - United Arab Emirates","http://www.finsurerealestate.com/","Industrial real estate agency",,,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Lucky Real Estate","+971 4 397 6000","","","Khalid Bin Al Waleed Rd - Al Hamriya - Dubai - United Arab Emirates","http://www.luckyre.ae/","Property management company",,2.9,MEDIUM,55,"",,,"property management Al Rigga Dubai"
"Royal Sigma Real Estate","+971 4 591 1212","","","bur dubai - office 107 atrium center - Khalid Bin Al Waleed Rd - Al Mankhool - Dubai - United Arab Emirates","https://www.royalsigma.ae/","Real estate agency",,3.7,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Properties Office","+971 56 214 0615","","","Afaf Building Bur Dubai - 7 St - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Properties%20Office&query_place_id=ChIJ_9zbVupDXz4R8Y1njIskvBI","Real estate consultant",,1,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"SDK ROOM SPACE","+971 55 228 3719","","","NEW GOLD SOUQ CENTER AL RAFFA - 3 - BUR DUBAI - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=SDK%20ROOM%20SPACE&query_place_id=ChIJCfMyvn5DXz4RQnN8CYA3CYY","Property management company",,4.5,LOW,40,"",,,"property management companies Burjuman Dubai"
"Royal Sigma Real Estate LLC","+971 4 591 1212","","","11 1A St - Al Mankhool - Dubai - United Arab Emirates","https://royalsigma.ae/","Real estate consultant",,3.7,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Sigma 9 Real Estate","+971 4 386 3444","","","134 Khalid Bin Al Waleed Rd - Al Mankhool - Dubai - United Arab Emirates","https://sigma9realty.com/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Real Rewards Real Estate","+971 50 454 4303","","","The Business centre - Office No. 507 - 5th Khalid Bin Al Waleed Rd - Al Hamriya - Dubai - United Arab Emirates","https://realrewardsrealestate.com/","Real estate consultant",,,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"SHS First Real Estate","+971 58 333 0247","","","54 11c St - Al Raffa - Dubai - United Arab Emirates","http://shsrealestatedubai.com/","Real estate consultant",,5,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Razooqi Real Estate","+971 4 370 8922","","","204, Hermitage Bldg, Zabeel Road, Karama - Dubai - United Arab Emirates","http://www.razooqirealestate.com/","Real estate consultant",,,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"JSG Real Estate","+971 4 320 2030","","","Zainal Mohebi Plaza - 13A St - Al Karama - Dubai - United Arab Emirates","http://www.jsgrealestate.ae/","Real estate agency",,,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Dream Home Real Estate","+971 4 352 2775","","","Bank Street Khalid Bin Al Waleed Rd - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Dream%20Home%20Real%20Estate&query_place_id=ChIJg5hGdjtDXz4RgJIM9fxmIJk","Real estate agency",,3.7,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"RUBICON REAL ESTATE L.L.C","+971 58 524 4004","","","17 1A St - Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=RUBICON%20REAL%20ESTATE%20L.L.C&query_place_id=ChIJZW4PSQBDXz4RrYsmHcs7RHg","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Sinclair Real Estate","+971 50 602 9669","","","Bank Street Building - D79 - Business Bay - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Sinclair%20Real%20Estate&query_place_id=ChIJ00GORfNcXz4ReRMJ9yHqSEI","Real estate agency",,3.4,MEDIUM,55,"TARGET_LOCATION",,,"real estate companies Al Mankhool Dubai"
"Sunshine Homes Real Estate","+971 4 396 4999","","","Bank Street Khalid Bin Al Waleed Rd - Al Hamriya - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Sunshine%20Homes%20Real%20Estate&query_place_id=ChIJgTeyBztDXz4RdtUQ5CMwsQY","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Green Apple Real Estate Broker","+971 55 583 1688","","","602, Al Safa Building (Mostafawi Carpets Next to Al Fahidi Metro Stn Exit 1 - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Green%20Apple%20Real%20Estate%20Broker&query_place_id=ChIJQ6HFjDtDXz4RqFfahvyWSfc","Real estate agency",,4,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"ASVE Properties","+971 50 215 1240","","","BMI Building - Office 108 - Khalid Bin Al Waleed Rd - Al Mankhool - Dubai - United Arab Emirates","https://asveproperties.ae/","Real estate agent",,3.2,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Al Showaib Real Estate LLC","+971 4 357 8000","","","Oud Metha - Dubai - United Arab Emirates","http://www.alshowaib.com/","Property management company",,2.8,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Real Estate Dubai","+971 55 614 4234","","","Shop - شارع ٤ - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Real%20Estate%20Dubai&query_place_id=ChIJfxqeDBFDXz4R7vkDXiqHpx4","Real estate consultant",,4.8,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Benevolent Real Estate L.L.C","+971 4 572 5469","","","SCB Office - St - 4 E6 4B St - Al Mankhool - Dubai - United Arab Emirates","https://benevolentrealty.com/","Real estate agency",,4.6,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Bin Ghalita Real Estate Investment EST","+971 4 359 9959","","","Al Mina St - Al Raffa - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Bin%20Ghalita%20Real%20Estate%20Investment%20EST&query_place_id=ChIJ0a8TwRNDXz4RTpnJRxIBuSo","Real estate agency",,4.4,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"One Knock Real Estate","+971 4 456 1324","","","Khalid Bin Al Waleed Rd - Bur Dubai - Dubai - United Arab Emirates","https://oneknockmarketing.com/","Real estate consultant",,4.3,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Tasmia Real Estate","+971 55 121 3737","","","Business Venue Building - M15 - Umm Hurair Rd - Oud Metha - Dubai - United Arab Emirates","https://www.tasmiarealestate.com/","Real estate consultant",,4.2,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Chebi homes","+971 50 821 1921","","","12 8B St - Al Muraqqabat - Dubai - United Arab Emirates","https://www.chebihomes.com/","Vacation home rental agency",,4.6,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Unique World Business Center - Al Karama(Head Office)","+971 4 354 1414","","","Ansar Gallery Building, Hamsah-A Building - 87556 3A St - Al Karama - Dubai - United Arab Emirates","https://uniqueworldbc.ae/","Business center",,4.3,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Zeal Way Real Estate","+971 4 321 7447","","","O Block, Hamsah-A Building - Ansar gallery - Office 403 3A St - Al Karama - Dubai - United Arab Emirates","https://www.zealwayproperties.com/","Real estate consultant",,4.2,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Juma Almheiri Facilities Management Services LLC","+971 4 396 4211","","","28744 - Oud Metha - Dubai - United Arab Emirates","https://jfmemirates.com/","Property management company",,4.3,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Viking Property Management","+971 4 334 7939","","","67VX+MF6 - Sheikh Khalifa Bin Zayed Road (Trade Centre Road) - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Viking%20Property%20Management&query_place_id=ChIJB3T4pthCXz4Rm17HWp7iXMI","Property management company",,,LOW,40,"",,,"property management Al Karama Dubai"
"Win Worth Properties Management Services","+971 56 105 5488","","","Unique World Business Center, Hamsah-A Building - Office 240 - Al Karama - Zone 2 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Win%20Worth%20Properties%20Management%20Services&query_place_id=ChIJY6hA9Y1DXz4Rm8lXGNeeLU8","Property management company",,,LOW,40,"",,,"property management Al Karama Dubai"
"PLATINUM REAL ESTATE","+971 4 334 4432","","","79 20B St - Al Karama - Dubai - United Arab Emirates","http://www.platinumestate.net/","Corporate office",,3.3,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"HOAM - Highrise Owners Association Management Services Company Dubai","+971 600 555667","","","Office 303, Office Court - Oud Metha Rd - Dubai - United Arab Emirates","http://www.hoam.me/","Corporate office",,2.3,MEDIUM,55,"",,,"property management Al Karama Dubai"
"White Blossom Real Estate","+971 55 247 1061","","","Al Maya building - Office No. 101 Al Mankhool Rd - Al Mankhool - Dubai - United Arab Emirates","https://whiteblossom.co/","Real estate agent",,2.9,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"FIRSTDAY REAL ESTATE L.L.C","+971 58 860 7335","","","Al Ittihad Rd - Port Saeed - Deira - Dubai - United Arab Emirates","https://realestate.firstday1.com/","Real estate agent",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Al Waleed Real Estate - Al Karama 1","+971 50 770 6539","","","68V3+HJ9 - 10 E St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Al%20Waleed%20Real%20Estate%20-%20Al%20Karama%201&query_place_id=ChIJ-dQB6VNDXz4RL5zZrrqh-8w","Apartment building",,3.7,LOW,40,"",,,"real estate companies Al Karama Dubai"
"Richmount Properties","+971 4 568 9748","","","Office 403, ACICO Business Park - Port Saeed - Dubai - United Arab Emirates","https://www.richmountproperties.com/","Commercial real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Najm Al Qamar Real Estate","+971 4 266 1319","","","37 1/108 St - Al Khabaisi - Deira - Dubai - United Arab Emirates","http://www.nqrbroker.com/","Real estate consultant",,4,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"G&O Kings Properties","+971 50 195 5098","","","Dubai National Insurance Building - Office Number:104, 1st - Port Saeed - Dubai - United Arab Emirates","https://gaokingsproperties.com/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Osoul Properties","+971 800 67685","","","Osoul Properties - Fly Dubai Building - 2nd & 3rd Floor - Al Ittihad Rd - Dubai - United Arab Emirates","http://www.osoulproperties.com/","Industrial real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Al Sarah Properties","+971 4 368 7898","","","Al Garhoud - Dubai - United Arab Emirates","http://www.alsarahproperties.com/","Real estate agency",,4.3,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Vision Vista Real Estate","+971 55 153 1663","","","Al Mankhool - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Vision%20Vista%20Real%20Estate&query_place_id=ChIJIwvoZTJDXz4RfeuLBWbrKl8","Industrial real estate agency",,5,LOW,40,"",,,"real estate companies Al Mankhool Dubai"
"Expat Properties","+971 4 252 2777","","","New Century Towers, 8th Floor, Office 807 & 808,, Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Expat%20Properties&query_place_id=ChIJu0hv3dhcXz4RL32EmBLN8tI","Real estate consultant",,2.2,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Pledge Properties LLC","+971 52 854 2772","","","CBD Building - Office 101 - Al Mankhool - Dubai - United Arab Emirates","https://pledgeproperties.ae/","Real estate consultant",,5,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"City Global Real Estate Brokers L.L.C","+971 58 507 8572","","","Deira - NGI House 4th Floor Room 401-02 - 4th St - Port Saeed - Deira - Dubai - United Arab Emirates","http://www.cityglobalrealestate.org/","Industrial real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Monaco Real Estate brokers LLC","+971 4 352 8895","","","Khalid Bin Al Waleed Rd - Al Mankhool - Dubai - United Arab Emirates","https://www.monacoprop.com/","Real estate agency",,1.8,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"More Properties Real Estate","+971 50 887 2299","","","Dubai National Insurance Building - 101 - Port Saeed - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=More%20Properties%20Real%20Estate&query_place_id=ChIJB_tZvHdpXz4RrFpXTpIbI1o","Industrial real estate agency",,4,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Brook Real Estate","+971 52 786 6251","","","Etihad Building - 35 - office No 101 8th St - in front of Pulman Diera city center - Port Saeed - Dubai - United Arab Emirates","https://brookrealestate.ae/","Real estate agency",,4,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"A M R Real Estate","+971 54 700 0088","","","Dera, City Centre - 201, Sharjah Islamic Bank - Port Saeed - Dubai - United Arab Emirates","http://amrrealestate.ae/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Nibras Real Estate Dubai","+971 50 468 1889","","","next to City Centre Deira - Port Saeed - Deira - Dubai - United Arab Emirates","https://nibrasre.com/","Real estate agency",,4.4,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Landmark Tree Real Estate Brokers LLC","+971 58 574 5793","","","7822+VMG - 1818 - Bur Dubai - Dubai - United Arab Emirates","https://landmarktree.ae/","Real estate agent",,5,MEDIUM,55,"",,,"real estate companies Al Mankhool Dubai"
"Deira City Properties Co LLC","+971 4 294 2444","","","783J+9CQ - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Deira%20City%20Properties%20Co%20LLC&query_place_id=ChIJ5XmnU99cXz4RG4ErQMW1_ZQ","Real estate agency",,5,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Sukkar Real Estate","+971 56 818 4111","","","Al Hathboor Building - Shop #02 - Port Saeed - St - opposite Al Bassam Center - Port Saeed - Dubai - United Arab Emirates","http://www.sukkarrealestate.com/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Demand Real Estate Broker","+971 56 626 6347","","","Golden Business Way - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Demand%20Real%20Estate%20Broker&query_place_id=ChIJRcJb2eddXz4ROmT8CgRGu4E","Real estate agency",,4.8,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Afdil Team Alliance Real Estate LLC","+971 4 396 1552","","","building Arif & Bintoak Office 107 - Dubai - United Arab Emirates","http://www.afdilteamalliance.com/","Real estate agency",,5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"M & K Real Estate Brokers","+971 55 703 7070","","","Wasl Aqua Building - Shop 11 - Al Karama - Dubai - United Arab Emirates","http://www.mkuae.com/","Real estate agency",,3,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Reliable Properties","+971 4 370 7702","","","75 20B St - Al Karama - Dubai - United Arab Emirates","http://reliabledubai.com/About","Real estate agency",,3.5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"AMAIM RESIDENCE","+971 50 894 8846","","","24 41st St - Al Karama - Dubai - United Arab Emirates","http://www.sbkrealestate.com/","Property management company",,4.3,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Bait ALASYAD real estate llc","+971 52 137 9999","","","Al Karama -almaskan building - office d-23 - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Bait%20ALASYAD%20real%20estate%20llc&query_place_id=ChIJ9V2NiLxDXz4RRAXN3-U6WX0","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Karama Dubai"
"AL Waleed Facilities Management","+971 58 103 5828","","","HO Building - Office 209, Al Waleed - Zaa'beel St - Al Karama - Dubai - United Arab Emirates","http://www.alwaleedfm.com/","Property maintenance",,4.5,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Dotcoliv Property # 7 , Al Karama, Dubai","+971 56 336 4646","","","Al Karama - Dubai - United Arab Emirates","https://www.dotcoliv.com/","Property management company",,,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Perfect Property Management Services","+971 50 356 0552","","","Suite No. 304, Dubai Montana Building - Dubai - United Arab Emirates","http://www.perfectpropertymanagement.ae/","Property management company",,,MEDIUM,55,"",,,"property management Al Karama Dubai"
"AL TAIF PROPERTIES HEAD OFFICE","+971 52 457 2919","","","68W6+6G3 - Al Karama - Dubai - United Arab Emirates","http://www.altaifgroup.ae/","Property management company",,5,MEDIUM,55,"",,,"property management Al Karama Dubai"
"Fahzam Properties Office","+971 4 396 6297","","","46 Zaa'beel St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Fahzam%20Properties%20Office&query_place_id=ChIJMR-CWNZCXz4RAVshKyNlpYE","Property management company",,3.3,LOW,40,"",,,"property management Al Karama Dubai"
"Standard Realty","+971 4 388 5828","","","68W3+337 - 8C St - Al Karama - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Standard%20Realty&query_place_id=ChIJmQ6eCNhCXz4RVB-7RfUZbCY","Real estate agency",,5,LOW,40,"",,,"real estate companies Al Karama Dubai"
"Skywide Real Estate L.L.C","+971 50 110 2969","","","ABN Victor Business Centre - Office G-20 - Umm Hurair Rd - Al Karama - Dubai - United Arab Emirates","https://www.skywide.ae/","Property management company",,,MEDIUM,55,"",,,"property management Al Karama Dubai"
"MJM Alansari Real Estate Broker LLC","+971 4 265 6551","","","786J+QJ3 - Street # 11A - Port Saeed - Deira - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=MJM%20Alansari%20Real%20Estate%20Broker%20LLC&query_place_id=ChIJeY_zmdxcXz4RqzgNdopA2sM","Real estate agency",,4,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Quick Real Estate LLC","+971 4 252 2294","","","SO1, Building 567 Al Khabaisi, Port Saeed - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Quick%20Real%20Estate%20LLC&query_place_id=ChIJ_ayej9xdXz4RAmJ7IE0BTyo","Real estate consultant",,5,LOW,40,"",,,"real estate companies Port Saeed Dubai"
"Al Mehairi Real Estate L.L.C","+971 4 336 6744","","","2B St - Al Karama - Dubai - United Arab Emirates","https://almehairirealestate.com/","Property management company",,3.4,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"IBM INTERNATIONAL REAL ESTATE LLC","+971 4 557 7315","","","Hamsa Building - Khalid Bin Al Waleed Rd - Al Karama - Dubai - United Arab Emirates","https://ibmintlrealestate.com/","Real estate agent",,5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Urban Lifestyle Real Estate","+971 50 268 8529","","","Al khalifa belaisha Building, Bin Balisha Building office - M-04 - Dubai - United Arab Emirates","http://urbanlifestyle-realestate.com/","Industrial real estate agency",,5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"W Capital Real Estate","+971 4 397 2323","","","68R5+M9J - Umm Hurair Rd - Al Karama - Dubai - United Arab Emirates","https://instagram.com/walid_alzarooni?igshid=1rt99410n0spd","Real estate agency",,4.8,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Confident Group- Dubai","+971 55 338 7577","","","Unique world Business centre LLC Hamsah-A Building, Ground Floor - Office No - 292 - Al Karama - Dubai - United Arab Emirates","https://www.confident-group.com/","Commercial real estate agency",,4.5,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"AOBH Group - Saja Real Estate","+971 54 586 4737","","","Sheikh Khalifa Bin Zayed Road (Trade Centre Road) - Dubai - United Arab Emirates","http://www.sajarealestate.com/","Real estate agency",,4.3,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"KAS 1 Khalil Al Sayegh - Al Karama","+971 4 396 6601","","","2B St. near ADCB Metro Station behind President Hotel - Dubai - United Arab Emirates","http://www.kas1realestate.com/","Real estate agency",,4.6,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Al Risa Real Estate Brokers","+971 55 476 3366","","","bldg, Al Nakheel - Al Karama - Dubai - United Arab Emirates","https://alrisarealestate.com/","Real estate agent",,1,MEDIUM,55,"",,,"real estate companies Al Karama Dubai"
"Parsons Real Estate LLC","+971 4 294 4499","","","803,Wasl Business Center - 13 29B Street - Port Saeed - Dubai - United Arab Emirates","https://www.parson.ae/","Real estate consultant",,5,MEDIUM,55,"",,,"real estate companies Port Saeed Dubai"
"Home KL 43","+971 56 626 9639","","","10B St - Al Karama - Sheikh Hamdan Colony - Dubai - United Arab Emirates","https://www.google.com/maps/search/?api=1&query=Home%20KL%2043&query_place_id=ChIJ03t0PXxDXz4RBJkt1Qa_x8Y","Real estate consultant",,4.8,LOW,40,"",,,"real estate companies Al Karama Dubai"
